name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model_family,km_per_year,name_frequency
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000,35000,Petrol,Individual,Automatic,First Owner,2,Hyundai,Hyundai Grand,17500.0,2.0
Volkswagen Vento 1.6 Highline,2015,509999,43000,Petrol,Individual,Manual,Second Owner,5,Volkswagen,Volkswagen Vento,8600.0,2.0
Maruti Alto K10 LXI,2017,320000,50000,Petrol,Individual,Manual,First Owner,3,Maruti,Maruti Alto,16666.666666666668,8.0
Hyundai EON D Lite,2016,275000,25000,Petrol,Individual,Manual,First Owner,4,Hyundai,Hyundai EON,6250.0,3.0
Mahindra XUV500 W8 2WD,2013,550000,222252,Diesel,Individual,Manual,First Owner,7,Mahindra,Mahindra XUV500,31750.285714285714,16.0
Maruti Wagon R VXI Minor,2009,145000,50000,Petrol,Individual,Manual,Second Owner,11,Maruti,Maruti Wagon,4545.454545454545,4.0
Fiat Grande Punto Emotion 90Hp,2013,250000,80000,Diesel,Individual,Manual,First Owner,7,Fiat,Fiat Grande,11428.57142857143,1.0
Hyundai Verna 1.6 SX,2012,520000,35000,Diesel,Individual,Manual,First Owner,8,Hyundai,Hyundai Verna,4375.0,13.0
Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,Second Owner,13,Maruti,Maruti Alto,6538.461538461538,42.0
Toyota Innova 2.5 V Diesel 7-seater,2011,725000,110000,Diesel,Individual,Manual,Third Owner,9,Toyota,Toyota Innova,12222.222222222223,5.0
Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,Second Owner,14,Maruti,Maruti 800,5000.0,20.0
Honda City i DTEC VX,2014,600000,100000,Diesel,Individual,Manual,First Owner,6,Honda,Honda City,16666.666666666668,7.0
Volkswagen Vento New Diesel Highline,2013,330000,120000,Diesel,Individual,Manual,Second Owner,7,Volkswagen,Volkswagen Vento,17142.85714285714,2.0
Maruti Swift Dzire VDI,2015,470000,89000,Diesel,Individual,Manual,First Owner,5,Maruti,Maruti Swift,17800.0,54.0
Maruti Swift ZDi,2013,365000,120000,Diesel,Individual,Manual,First Owner,7,Maruti,Maruti Swift,17142.85714285714,3.0
Hyundai EON Magna Plus,2013,250000,40000,Petrol,Individual,Manual,Second Owner,7,Hyundai,Hyundai EON,5714.285714285715,17.0
Maruti Wagon R VXI BS IV,2017,430000,17000,Petrol,Individual,Manual,First Owner,3,Maruti,Maruti Wagon,5666.666666666667,26.0
Maruti Swift VDI,2013,400000,125000,Diesel,Individual,Manual,Second Owner,7,Maruti,Maruti Swift,17857.14285714286,23.0
Maruti Swift Dzire ZXI,2015,615000,110000,Petrol,Individual,Manual,Second Owner,5,Maruti,Maruti Swift,22000.0,4.0
Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,Second Owner,9,Ford,Ford Figo,13333.333333333334,14.0
Ford Figo Diesel ZXI,2014,240000,90000,Diesel,Individual,Manual,First Owner,6,Ford,Ford Figo,15000.0,6.0
Mahindra Scorpio S10 7 Seater,2014,800000,90000,Diesel,Individual,Manual,First Owner,6,Mahindra,Mahindra Scorpio,15000.0,2.0
Hyundai EON LPG Magna Plus,2015,240000,110000,LPG,Individual,Manual,First Owner,5,Hyundai,Hyundai EON,22000.0,3.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000,Diesel,Individual,Manual,Second Owner,6,Ford,Ford Ecosport,14500.0,12.0
Mahindra Scorpio LX,2014,800000,15000,Diesel,Individual,Manual,First Owner,6,Mahindra,Mahindra Scorpio,2500.0,5.0
Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000,Petrol,Individual,Manual,First Owner,8,Ford,Ford Fiesta,4750.0,1.0
Honda City 1.5 V MT,2011,300000,64000,Petrol,Individual,Manual,Second Owner,9,Honda,Honda City,7111.111111111111,6.0
Tata Sumo Gold EX BSIII,2015,399000,55250,Diesel,Individual,Manual,First Owner,5,Tata,Tata Sumo,11050.0,2.0
Mahindra Bolero DI,2011,300000,110000,Diesel,Individual,Manual,First Owner,9,Mahindra,Mahindra Bolero,12222.222222222223,7.0
Maruti A-Star AT VXI,2012,150000,70000,Petrol,Individual,Automatic,First Owner,8,Maruti,Maruti A-Star,8750.0,1.0
Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,Third Owner,10,Chevrolet,Chevrolet Cruze,6000.0,8.0
Tata Hexa XM,2018,1280000,17000,Diesel,Individual,Manual,First Owner,2,Tata,Tata Hexa,8500.0,3.0
Renault KWID 1.0 RXT Optional,2017,300000,13000,Petrol,Individual,Manual,Second Owner,3,Renault,Renault KWID,4333.333333333333,14.0
Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,60000,Diesel,Individual,Manual,First Owner,4,Nissan,Nissan Terrano,15000.0,1.0
Mitsubishi Pajero Sport 4X4,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,8,Mitsubishi,Mitsubishi Pajero,15000.0,2.0
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,97000,Diesel,Individual,Manual,Second Owner,8,Tata,Tata New,12125.0,3.0
Tata Indica GLS BS IV,2007,60000,130000,Petrol,Individual,Manual,Second Owner,13,Tata,Tata Indica,10000.0,14.0
Maruti Swift Dzire ZXI,2013,500000,50000,Petrol,Individual,Manual,First Owner,7,Maruti,Maruti Swift,7142.857142857143,4.0
Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,Second Owner,8,Tata,Tata Indigo,15000.0,9.0
Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,Second Owner,14,Maruti,Maruti Alto,7142.857142857143,42.0
Hyundai Accent Executive CNG,2012,185000,67000,CNG,Dealer,Manual,Second Owner,8,Hyundai,Hyundai Accent,8375.0,2.0
Maruti Alto K10 VXI,2015,155000,60000,Petrol,Individual,Manual,First Owner,5,Maruti,Maruti Alto,12000.0,20.0
Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Swift,5000.0,10.0
Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,First Owner,4,Renault,Renault KWID,5000.0,2.0
Hyundai Creta 1.6 E Plus,2018,850000,12500,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai Creta,6250.0,1.0
Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,4000,CNG,Individual,Manual,First Owner,1,Maruti,Maruti Eeco,4000.0,3.0
Ford Figo 1.2P Titanium MT,2019,600000,25000,Petrol,Individual,Manual,First Owner,1,Ford,Ford Figo,25000.0,2.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,70000,Diesel,Individual,Manual,Second Owner,7,Toyota,Toyota Innova,10000.0,10.0
Maruti Wagon R LXI DUO BSIII,2007,70000,162000,LPG,Individual,Manual,First Owner,13,Maruti,Maruti Wagon,12461.538461538461,4.0
Toyota Fortuner 3.0 Diesel,2010,1250000,205000,Diesel,Individual,Manual,Second Owner,10,Toyota,Toyota Fortuner,20500.0,4.0
Audi A6 2.8 FSI,2008,650000,70000,Petrol,Individual,Automatic,Third Owner,12,Audi,Audi A6,5833.333333333333,1.0
Hyundai Xcent 1.2 CRDi S,2018,450000,70000,Diesel,Individual,Manual,Second Owner,2,Hyundai,Hyundai Xcent,35000.0,1.0
Mahindra XUV500 W8 2WD,2014,750000,100000,Diesel,Individual,Manual,Second Owner,6,Mahindra,Mahindra XUV500,16666.666666666668,16.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,775000,70000,Diesel,Individual,Manual,Second Owner,7,Toyota,Toyota Innova,10000.0,10.0
Hyundai Santa Fe 4X4,2011,800000,220000,Diesel,Individual,Manual,First Owner,9,Hyundai,Hyundai Santa,24444.444444444445,1.0
Honda Amaze E i-Vtech,2015,360000,80000,Petrol,Individual,Manual,Second Owner,5,Honda,Honda Amaze,16000.0,1.0
Toyota Corolla Altis Diesel D4DG,2010,250000,120000,Diesel,Individual,Manual,First Owner,10,Toyota,Toyota Corolla,12000.0,2.0
Jeep Compass 2.0 Longitude Option BSIV,2017,1490000,22038,Diesel,Individual,Manual,First Owner,3,Jeep,Jeep Compass,7346.0,2.0
Nissan Terrano XL 110 PS,2013,600000,80000,Diesel,Individual,Manual,First Owner,7,Nissan,Nissan Terrano,11428.57142857143,3.0
Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,First Owner,10,Maruti,Maruti Alto,9000.0,30.0
Tata New Safari DICOR 2.2 EX 4x2,2012,320000,140000,Diesel,Individual,Manual,Second Owner,8,Tata,Tata New,17500.0,12.0
Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Mahindra Thar,13333.333333333334,2.0
Maruti Swift Dzire ZDI,2015,302000,60000,Diesel,Individual,Manual,First Owner,5,Maruti,Maruti Swift,12000.0,11.0
Maruti Swift Dzire LXI Option,2014,150000,60000,Petrol,Individual,Manual,Second Owner,6,Maruti,Maruti Swift,10000.0,1.0
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,90000,Diesel,Individual,Manual,Second Owner,8,Tata,Tata Indica,11250.0,2.0
Maruti Swift Vdi BSIII,2008,120000,175000,Diesel,Individual,Manual,Second Owner,12,Maruti,Maruti Swift,14583.333333333334,12.0
Mahindra XUV500 W7 BSIV,2019,1400000,10000,Diesel,Individual,Manual,First Owner,1,Mahindra,Mahindra XUV500,10000.0,2.0
Hyundai i20 1.2 Asta Option,2017,620000,65000,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai i20,21666.666666666668,2.0
Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000,Diesel,Individual,Manual,First Owner,8,Toyota,Toyota Innova,11250.0,2.0
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner,13,Maruti,Maruti Alto,5384.615384615385,42.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,2500,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai Grand,1250.0,5.0
Chevrolet Beat Diesel LT,2012,250000,40000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Chevrolet Beat,5000.0,14.0
Maruti Baleno RS 1.0 Petrol,2018,550000,63000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Baleno,31500.0,1.0
Skoda Rapid 1.5 TDI Ambition,2014,360000,70000,Diesel,Individual,Manual,First Owner,6,Skoda,Skoda Rapid,11666.666666666666,2.0
Skoda Superb LK 1.8 TSI AT,2012,650000,60000,Petrol,Dealer,Automatic,First Owner,8,Skoda,Skoda Superb,7500.0,1.0
Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,Third Owner,8,Ford,Ford Fiesta,11500.0,2.0
Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,First Owner,6,Mahindra,Mahindra Quanto,14854.333333333334,7.0
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,260000,134000,Diesel,Individual,Automatic,First Owner,11,Volkswagen,Volkswagen Jetta,12181.818181818182,1.0
Maruti Ciaz 1.4 AT Zeta,2019,869999,15000,Petrol,Dealer,Automatic,First Owner,1,Maruti,Maruti Ciaz,15000.0,2.0
Hyundai Grand i10 1.2 CRDi Magna,2016,425000,42500,Diesel,Dealer,Manual,First Owner,4,Hyundai,Hyundai Grand,10625.0,2.0
Chevrolet Cruze LTZ AT,2012,490000,42000,Diesel,Dealer,Automatic,First Owner,8,Chevrolet,Chevrolet Cruze,5250.0,4.0
Mahindra XUV500 AT W8 FWD,2015,750000,70000,Diesel,Individual,Automatic,Second Owner,5,Mahindra,Mahindra XUV500,14000.0,3.0
Honda City 1.5 EXI,2004,125000,110000,Petrol,Individual,Manual,Third Owner,16,Honda,Honda City,6875.0,3.0
Fiat Linea 1.3 Emotion,2014,221000,131365,Diesel,Individual,Manual,First Owner,6,Fiat,Fiat Linea,21894.166666666668,2.0
Volkswagen Vento 1.5 TDI Highline AT,2016,724000,48980,Diesel,Dealer,Automatic,First Owner,4,Volkswagen,Volkswagen Vento,12245.0,1.0
Honda Amaze VX AT i-Vtech,2014,440000,46000,Petrol,Dealer,Automatic,First Owner,6,Honda,Honda Amaze,7666.666666666667,1.0
Chevrolet Spark 1.0 LS,2009,70000,60000,Petrol,Individual,Manual,Third Owner,11,Chevrolet,Chevrolet Spark,5454.545454545455,12.0
Maruti Baleno Delta Diesel,2015,511000,58000,Diesel,Dealer,Manual,First Owner,5,Maruti,Maruti Baleno,11600.0,1.0
Maruti S-Cross Alpha DDiS 200 SH,2016,790000,22000,Diesel,Dealer,Manual,First Owner,4,Maruti,Maruti S-Cross,5500.0,3.0
Hyundai i20 1.2 Asta Option,2017,640000,37000,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai i20,12333.333333333334,2.0
Hyundai Santro Xing GLS,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,11,Hyundai,Hyundai Santro,6363.636363636364,20.0
Chevrolet Beat Diesel LT,2012,126000,98900,Diesel,Individual,Manual,Third Owner,8,Chevrolet,Chevrolet Beat,12362.5,14.0
Chevrolet Beat Diesel LT,2012,120000,125000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Chevrolet Beat,15625.0,14.0
Mahindra TUV 300 T4 Plus,2017,650000,60000,Diesel,Individual,Manual,First Owner,3,Mahindra,Mahindra TUV,20000.0,2.0
Hyundai Grand i10 Asta,2014,450000,80000,Petrol,Individual,Manual,Second Owner,6,Hyundai,Hyundai Grand,13333.333333333334,4.0
Maruti Zen Estilo LXI Green (CNG),2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,10,Maruti,Maruti Zen,8000.0,2.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,600000,40000,Diesel,Individual,Manual,First Owner,3,Mahindra,Mahindra Bolero,13333.333333333334,8.0
Mahindra XUV500 W8 4WD,2012,620000,80000,Diesel,Individual,Manual,Second Owner,8,Mahindra,Mahindra XUV500,10000.0,9.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000,Diesel,Individual,Manual,First Owner,6,Ford,Ford Ecosport,5000.0,12.0
Mahindra Bolero Power Plus ZLX,2018,795000,35000,Diesel,Individual,Manual,First Owner,2,Mahindra,Mahindra Bolero,17500.0,2.0
Tata Winger Deluxe - Hi Roof (AC),2011,300000,180000,Diesel,Individual,Manual,Third Owner,9,Tata,Tata Winger,20000.0,1.0
Renault Lodgy 85PS RxL,2015,495000,60000,Diesel,Individual,Manual,First Owner,5,Renault,Renault Lodgy,12000.0,3.0
Tata Hexa XTA,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,2,Tata,Tata Hexa,17000.0,2.0
Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,First Owner,6,Mahindra,Mahindra Xylo,24166.666666666668,7.0
Datsun RediGO AMT 1.0 S,2018,300000,25000,Petrol,Individual,Automatic,First Owner,2,Datsun,Datsun RediGO,12500.0,1.0
Nissan Sunny XL D,2018,500000,70000,Diesel,Individual,Manual,First Owner,2,Nissan,Nissan Sunny,35000.0,2.0
Audi Q3 35 TDI Quattro Technology,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner,3,Audi,Audi Q3,12000.0,2.0
Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner,6,Honda,Honda Brio,9666.666666666666,2.0
Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,7,Tata,Tata Indigo,14285.714285714286,9.0
Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,Second Owner,21,Maruti,Maruti 800,4761.9047619047615,20.0
Honda Jazz Select Edition,2017,585000,14000,Petrol,Dealer,Manual,First Owner,3,Honda,Honda Jazz,4666.666666666667,1.0
Maruti Swift Dzire AMT VXI,2018,625000,13800,Petrol,Individual,Automatic,First Owner,2,Maruti,Maruti Swift,6900.0,1.0
Hyundai Creta 1.6 SX Automatic,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,3,Hyundai,Hyundai Creta,7666.666666666667,1.0
Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,First Owner,3,Mahindra,Mahindra Xylo,33233.333333333336,7.0
Toyota Fortuner 2.8 4WD AT BSIV,2019,3100000,5000,Diesel,Individual,Automatic,First Owner,1,Toyota,Toyota Fortuner,5000.0,2.0
Honda City i-DTEC SV,2014,650000,49654,Diesel,Dealer,Manual,First Owner,6,Honda,Honda City,8275.666666666666,2.0
Hyundai Grand i10 Asta,2016,550000,45457,Petrol,Dealer,Manual,First Owner,4,Hyundai,Hyundai Grand,11364.25,4.0
Hyundai Creta 1.6 CRDi SX,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,3,Hyundai,Hyundai Creta,13073.666666666666,7.0
Hyundai i20 Sportz 1.2,2016,660000,48220,Petrol,Dealer,Manual,First Owner,4,Hyundai,Hyundai i20,12055.0,8.0
Hyundai i20 Sportz 1.2,2017,700000,11114,Petrol,Dealer,Manual,First Owner,3,Hyundai,Hyundai i20,3704.6666666666665,8.0
Hyundai Getz 1.5 CRDi GVS,2008,235000,60208,Diesel,Dealer,Manual,First Owner,12,Hyundai,Hyundai Getz,5017.333333333333,2.0
Volkswagen Vento 1.5 TDI Highline,2013,475000,80000,Diesel,Dealer,Manual,First Owner,7,Volkswagen,Volkswagen Vento,11428.57142857143,5.0
Mercedes-Benz E-Class 280 CDI Elegance,2008,795000,98600,Diesel,Dealer,Automatic,First Owner,12,Mercedes-Benz,Mercedes-Benz E-Class,8216.666666666666,1.0
Audi RS7 2015-2019 Sportback Performance,2016,8900000,13000,Petrol,Dealer,Automatic,First Owner,4,Audi,Audi RS7,3250.0,1.0
Audi Q5 3.0 TDI Quattro Technology,2015,3200000,30000,Diesel,Dealer,Automatic,First Owner,5,Audi,Audi Q5,6000.0,2.0
MG Hector Smart AT,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner,1,MG,MG Hector,18000.0,1.0
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,4200000,100000,Diesel,Dealer,Automatic,First Owner,10,Land,Land Rover,10000.0,1.0
Honda City VX CVT,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,5,Honda,Honda City,11600.0,1.0
Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,First Owner,3,Mahindra,Mahindra Xylo,28480.333333333332,7.0
Mahindra Verito 1.5 D4 BSIV,2015,380000,64541,Diesel,Dealer,Manual,First Owner,5,Mahindra,Mahindra Verito,12908.2,4.0
Maruti Swift Dzire VDI,2019,650000,35000,Diesel,Individual,Manual,First Owner,1,Maruti,Maruti Swift,35000.0,54.0
Nissan Micra Active XV,2017,434999,16267,Petrol,Dealer,Manual,First Owner,3,Nissan,Nissan Micra,5422.333333333333,2.0
Volkswagen Vento 1.5 TDI Highline,2013,525000,71500,Diesel,Dealer,Manual,First Owner,7,Volkswagen,Volkswagen Vento,10214.285714285714,5.0
BMW 5 Series 520d Luxury Line,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner,1,BMW,BMW 5,12999.0,3.0
Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner,12,Chevrolet,Chevrolet Aveo,6666.666666666667,4.0
Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000,Petrol,Individual,Manual,Second Owner,13,Maruti,Maruti Zen,6923.076923076923,4.0
Hyundai Creta 1.6 VTVT S,2017,900000,14700,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai Creta,4900.0,2.0
Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,Second Owner,20,Maruti,Maruti Alto,4500.0,30.0
Maruti Wagon R LXI BS IV,2017,400000,50000,Petrol,Individual,Manual,First Owner,3,Maruti,Maruti Wagon,16666.666666666668,9.0
Hyundai Santro Xing XS,2009,150000,100000,Petrol,Individual,Manual,Second Owner,11,Hyundai,Hyundai Santro,9090.90909090909,3.0
Volkswagen Polo GT 1.0 TSI,2019,950000,24000,Petrol,Individual,Automatic,First Owner,1,Volkswagen,Volkswagen Polo,24000.0,1.0
Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner,13,Hyundai,Hyundai Getz,6923.076923076923,2.0
Tata Bolt Revotron XM,2015,375000,30000,Petrol,Individual,Manual,First Owner,5,Tata,Tata Bolt,6000.0,1.0
Datsun GO Plus T Option,2017,350000,80000,Petrol,Individual,Manual,First Owner,3,Datsun,Datsun GO,26666.666666666668,1.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,310000,92686,Diesel,Dealer,Manual,Second Owner,8,Hyundai,Hyundai i20,11585.75,5.0
Tata Indica GLS BS IV,2010,90000,300000,Petrol,Individual,Manual,Third Owner,10,Tata,Tata Indica,30000.0,14.0
Volkswagen Vento Petrol Highline,2011,350000,90000,Petrol,Individual,Manual,Second Owner,9,Volkswagen,Volkswagen Vento,10000.0,2.0
Hyundai Santro LS zipPlus,2003,100000,60000,Petrol,Individual,Manual,First Owner,17,Hyundai,Hyundai Santro,3529.4117647058824,2.0
Mahindra XUV500 AT W6 2WD,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,3,Mahindra,Mahindra XUV500,13333.333333333334,1.0
Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,6,Hyundai,Hyundai EON,9166.666666666666,1.0
Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai EON,3000.0,17.0
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,9,Maruti,Maruti Alto,4444.444444444444,42.0
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,3,Skoda,Skoda Rapid,5000.0,1.0
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,15,Ambassador,Ambassador CLASSIC,3333.3333333333335,1.0
Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,10,Fiat,Fiat Linea,9000.0,2.0
Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,7,Renault,Renault Scala,5500.0,3.0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,2,Tata,Tata Nexon,17500.0,3.0
Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,19,Maruti,Maruti Gypsy,2597.842105263158,1.0
Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,15,Maruti,Maruti 800,4666.666666666667,2.0
Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,12,Maruti,Maruti Wagon,7500.0,21.0
Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,10,Maruti,Maruti Wagon,5000.0,26.0
Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,8,Toyota,Toyota Innova,13591.375,2.0
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,10,Toyota,Toyota Innova,12000.0,1.0
Tata Sumo Gold EX BSIII,2016,500000,60000,Diesel,Individual,Manual,First Owner,4,Tata,Tata Sumo,15000.0,2.0
Mahindra Renault Logan 1.5 DLX Diesel,2007,150000,90000,Diesel,Individual,Manual,Third Owner,13,Mahindra,Mahindra Renault,6923.076923076923,1.0
Toyota Etios GD,2014,500000,140000,Diesel,Individual,Manual,Second Owner,6,Toyota,Toyota Etios,23333.333333333332,7.0
Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,6,Hyundai,Hyundai EON,13333.333333333334,17.0
Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,7,Nissan,Nissan Micra,12857.142857142857,3.0
Maruti Alto 800 LXI,2018,285000,14000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Alto,7000.0,48.0
Tata Aria Pleasure 4x2,2012,360000,70000,Diesel,Individual,Manual,Second Owner,8,Tata,Tata Aria,8750.0,1.0
Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner,11,Honda,Honda Accord,5000.0,2.0
Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner,9,Maruti,Maruti Alto,6666.666666666667,42.0
Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner,9,Chevrolet,Chevrolet Cruze,8222.222222222223,3.0
Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner,0,Ford,Ford Figo,45000.0,4.0
Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,3,Honda,Honda City,12666.666666666666,1.0
Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,3,Honda,Honda BR-V,8000.0,5.0
Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner,3,Honda,Honda WR-V,9992.0,3.0
Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner,3,Honda,Honda City,13666.666666666666,1.0
Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner,2,Honda,Honda Jazz,7500.0,1.0
Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner,3,Honda,Honda Jazz,12000.0,6.0
Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,3,Honda,Honda BR-V,10215.333333333334,3.0
Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,5,Maruti,Maruti Wagon,4720.0,26.0
Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner,6,Honda,Honda City,11886.333333333334,3.0
Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner,17,Maruti,Maruti 800,4594.0,10.0
Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,6,Hyundai,Hyundai EON,5000.0,28.0
Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner,8,Hyundai,Hyundai i10,5625.0,7.0
Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner,12,Hyundai,Hyundai Santro,5583.333333333333,2.0
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner,3,Ford,Ford EcoSport,6018.0,1.0
Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner,5,Honda,Honda City,8000.0,7.0
Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,9,Hyundai,Hyundai i10,3333.3333333333335,3.0
Hyundai Xcent 1.1 CRDi Base,2017,300000,80000,Diesel,Individual,Manual,First Owner,3,Hyundai,Hyundai Xcent,26666.666666666668,5.0
Hyundai i20 Asta 1.4 CRDi,2016,680000,20000,Diesel,Individual,Manual,First Owner,4,Hyundai,Hyundai i20,5000.0,10.0
Mahindra TUV 300 T8,2016,700000,40000,Diesel,Individual,Manual,First Owner,4,Mahindra,Mahindra TUV,10000.0,3.0
Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner,9,Tata,Tata Indigo,13333.333333333334,1.0
Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner,12,Ford,Ford Fiesta,10000.0,1.0
Maruti Swift Dzire VXi,2010,370000,97000,Petrol,Individual,Manual,Second Owner,10,Maruti,Maruti Swift,9700.0,6.0
